INFO     ActorSystem Administrator startup @ ActorAddr-(T|:1900)
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-7
DEBUG    db-server-1 received abort request clerk-9-trx-7
DEBUG    db-server-3 received abort request clerk-9-trx-7
DEBUG    clerk-9-trx-7 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-7
DEBUG    db-server-4 received abort request clerk-9-trx-7
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-7
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-7
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A630>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB3612908>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-7
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-7
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF470>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A518>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-8
DEBUG    clerk-9 -Committing clerk-9-trx-8
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-8
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-8
DEBUG    db-server-1 Validation successful for clerk-9-trx-8 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-8
DEBUG    db-server-3 Validation successful for clerk-9-trx-8 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-8
DEBUG    db-server-0 Validation successful for clerk-9-trx-8 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-8
DEBUG    db-server-4 Validation successful for clerk-9-trx-8 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-8
DEBUG    db-server-1 received abort request clerk-9-trx-8
DEBUG    db-server-3 received abort request clerk-9-trx-8
DEBUG    clerk-9-trx-8 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-8
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-8
DEBUG    db-server-4 received abort request clerk-9-trx-8
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-8
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-8
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A828>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-8
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF128>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A4E0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB36124A8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-9
DEBUG    clerk-9 -Committing clerk-9-trx-9
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-9
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-9
DEBUG    db-server-1 Validation successful for clerk-9-trx-9 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-9
DEBUG    db-server-3 Validation successful for clerk-9-trx-9 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-9
DEBUG    db-server-0 Validation successful for clerk-9-trx-9 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-9
DEBUG    db-server-4 Validation successful for clerk-9-trx-9 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-9
DEBUG    db-server-1 received abort request clerk-9-trx-9
DEBUG    db-server-3 received abort request clerk-9-trx-9
DEBUG    db-server-0 received abort request clerk-9-trx-9
DEBUG    clerk-9-trx-9 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-9
DEBUG    db-server-4 received abort request clerk-9-trx-9
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-9
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-9
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A5C0>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF6D8>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-9
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A4E0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB36129E8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-10
DEBUG    clerk-9 -Committing clerk-9-trx-10
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-10
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-10
DEBUG    db-server-1 Validation successful for clerk-9-trx-10 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-10
DEBUG    db-server-3 Validation successful for clerk-9-trx-10 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-10
DEBUG    db-server-0 Validation successful for clerk-9-trx-10 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-10
DEBUG    db-server-4 Validation successful for clerk-9-trx-10 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-10
DEBUG    db-server-1 received abort request clerk-9-trx-10
DEBUG    db-server-3 received abort request clerk-9-trx-10
DEBUG    db-server-0 received abort request clerk-9-trx-10
DEBUG    clerk-9-trx-10 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-10
DEBUG    db-server-4 received abort request clerk-9-trx-10
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-10
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-10
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A908>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-10
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF1D0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A4E0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB3612F60>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-11
DEBUG    clerk-9 -Committing clerk-9-trx-11
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-11
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-11
DEBUG    db-server-1 Validation successful for clerk-9-trx-11 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-11
DEBUG    db-server-3 Validation successful for clerk-9-trx-11 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-11
DEBUG    db-server-0 Validation successful for clerk-9-trx-11 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-11
DEBUG    db-server-4 Validation successful for clerk-9-trx-11 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-11
DEBUG    db-server-1 received abort request clerk-9-trx-11
DEBUG    db-server-3 received abort request clerk-9-trx-11
DEBUG    db-server-0 received abort request clerk-9-trx-11
DEBUG    clerk-9-trx-11 -false 
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-11
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-11
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542AB38>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A240>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-11
DEBUG    db-server-4 received abort request clerk-9-trx-11
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF1D0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-11
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB3612E48>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-12
DEBUG    clerk-9 -Committing clerk-9-trx-12
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-12
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-12
DEBUG    db-server-1 Validation successful for clerk-9-trx-12 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-12
DEBUG    db-server-3 Validation successful for clerk-9-trx-12 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-12
DEBUG    db-server-0 Validation successful for clerk-9-trx-12 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-12
DEBUG    db-server-4 Validation successful for clerk-9-trx-12 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-12
DEBUG    db-server-1 received abort request clerk-9-trx-12
DEBUG    db-server-3 received abort request clerk-9-trx-12
DEBUG    db-server-0 received abort request clerk-9-trx-12
DEBUG    clerk-9-trx-12 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-12
DEBUG    db-server-4 received abort request clerk-9-trx-12
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-12
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-12
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A550>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-12
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF1D0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542AC18>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB36127F0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-13
DEBUG    clerk-9 -Committing clerk-9-trx-13
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-13
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-13
DEBUG    db-server-1 Validation successful for clerk-9-trx-13 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-13
DEBUG    db-server-3 Validation successful for clerk-9-trx-13 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-13
DEBUG    db-server-0 Validation successful for clerk-9-trx-13 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-13
DEBUG    db-server-4 Validation successful for clerk-9-trx-13 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-13
DEBUG    db-server-1 received abort request clerk-9-trx-13
DEBUG    db-server-3 received abort request clerk-9-trx-13
DEBUG    clerk-9-trx-13 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-13
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-13
DEBUG    db-server-4 received abort request clerk-9-trx-13
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-13
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-13
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A390>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-13
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF828>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A390>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D4E0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-14
DEBUG    clerk-9 -Committing clerk-9-trx-14
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-14
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-14
DEBUG    db-server-1 Validation successful for clerk-9-trx-14 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-14
DEBUG    db-server-3 Validation successful for clerk-9-trx-14 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-14
DEBUG    db-server-0 Validation successful for clerk-9-trx-14 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-14
DEBUG    db-server-4 Validation successful for clerk-9-trx-14 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-14
DEBUG    db-server-1 received abort request clerk-9-trx-14
DEBUG    db-server-3 received abort request clerk-9-trx-14
DEBUG    clerk-9-trx-14 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-14
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-14
DEBUG    db-server-4 received abort request clerk-9-trx-14
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-14
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-14
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A668>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-14
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF8D0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D278>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542ADD8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-15
DEBUG    clerk-9 -Committing clerk-9-trx-15
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-15
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-15
DEBUG    db-server-1 Validation successful for clerk-9-trx-15 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-15
DEBUG    db-server-3 Validation successful for clerk-9-trx-15 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-15
DEBUG    db-server-0 Validation successful for clerk-9-trx-15 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-15
DEBUG    db-server-4 Validation successful for clerk-9-trx-15 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-15
DEBUG    db-server-1 received abort request clerk-9-trx-15
DEBUG    db-server-3 received abort request clerk-9-trx-15
DEBUG    db-server-0 received abort request clerk-9-trx-15
DEBUG    clerk-9-trx-15 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-15
DEBUG    db-server-4 received abort request clerk-9-trx-15
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-15
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-15
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737ADA0>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-15
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DFCF8>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542AB70>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D828>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-16
DEBUG    clerk-9 -Committing clerk-9-trx-16
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-16
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-16
DEBUG    db-server-1 Validation successful for clerk-9-trx-16 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-16
DEBUG    db-server-3 Validation successful for clerk-9-trx-16 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-16
DEBUG    db-server-0 Validation successful for clerk-9-trx-16 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-16
DEBUG    db-server-4 Validation successful for clerk-9-trx-16 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-16
DEBUG    db-server-1 received abort request clerk-9-trx-16
DEBUG    db-server-3 received abort request clerk-9-trx-16
DEBUG    db-server-0 received abort request clerk-9-trx-16
DEBUG    clerk-9-trx-16 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-16
DEBUG    db-server-4 received abort request clerk-9-trx-16
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-16
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-16
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737AB70>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-16
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF860>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542AF98>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D710>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-17
DEBUG    clerk-9 -Committing clerk-9-trx-17
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-17
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-17
DEBUG    db-server-1 Validation successful for clerk-9-trx-17 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-17
DEBUG    db-server-3 Validation successful for clerk-9-trx-17 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-17
DEBUG    db-server-0 Validation successful for clerk-9-trx-17 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-17
DEBUG    db-server-4 Validation successful for clerk-9-trx-17 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-17
DEBUG    db-server-1 received abort request clerk-9-trx-17
DEBUG    db-server-3 received abort request clerk-9-trx-17
DEBUG    clerk-9-trx-17 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-17
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-17
DEBUG    db-server-4 received abort request clerk-9-trx-17
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-17
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-17
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A4E0>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-17
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DFEB8>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542AC50>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D9E8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-18
DEBUG    clerk-9 -Committing clerk-9-trx-18
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-18
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-18
DEBUG    db-server-1 Validation successful for clerk-9-trx-18 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-18
DEBUG    db-server-3 Validation successful for clerk-9-trx-18 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-18
DEBUG    db-server-4 received prepare request clerk-9-trx-18
DEBUG    db-server-0 Validation successful for clerk-9-trx-18 - Prepare OK
DEBUG    db-server-4 Validation successful for clerk-9-trx-18 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-18
DEBUG    db-server-1 received abort request clerk-9-trx-18
DEBUG    db-server-3 received abort request clerk-9-trx-18
DEBUG    clerk-9-trx-18 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-18
DEBUG    db-server-4 received abort request clerk-9-trx-18
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-18
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-18
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-18
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-18
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF828>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542AE80>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A4E0>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D400>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-19
DEBUG    clerk-9 -Committing clerk-9-trx-19
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-19
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-19
DEBUG    db-server-1 Validation successful for clerk-9-trx-19 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-19
DEBUG    db-server-3 Validation successful for clerk-9-trx-19 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-19
DEBUG    db-server-0 Validation successful for clerk-9-trx-19 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-19
DEBUG    db-server-4 Validation successful for clerk-9-trx-19 - Prepare OK
